order_id,customer_id,order_status,order_date,product_id,seller_id,price,freight_value,payment_type,payment_value,review_score,order_item_total
001d8f0e34a38c37f7dba2a37d4eba8b,d987da9fb4086ab7c2c0f83963cd6722,delivered,5/14/2017,e67307ff0f15ade43fcb6e670be7a74c,f4aba7c0bca51484c30ab7bdc34bcdd1,18.99,7.78,credit_card,53.54,NULL,26.77
00010242fe8c5a6d1ba2dd792cb16214,3ce436f183e68e07877b285a838db11a,delivered,9/13/2017,4244733e06e7ecb4970a6e2683c13e61,48436dade18ac8b2bce089ec2a041202,58.9,13.29,credit_card,72.19,NULL,72.19
00018f77f2f0320c557190d7a144bdd3,f6dd3ec061db4e3987629fe6b26e5cce,delivered,4/26/2017,e5f2d52b802189ee658865ca93d83a8f,dd7ddc04e1b6c2c614352b383efe2d36,239.9,19.93,credit_card,259.83,NULL,259.83
000229ec398224ef6ca0657da4fc703e,6489ae5e4333f3693df5ad4372dab6d3,delivered,1/14/2018,c777355d18b72b67abbeef9df44fd0fd,5b51032eddd242adc84c38acab88f23d,199,17.87,credit_card,216.87,NULL,216.87
00024acbcdf0a6daa1e931b038114c75,d4eb9395c8c0431ee92fce09860c5a06,delivered,8/8/2018,7634da152a4610f1595efa32f14722fc,9d7a1d34a5052409006425275ba1c2b4,12.99,12.79,credit_card,25.78,NULL,25.78
00042b26cf59d7ce69dfabb4e55b4fd9,58dbd0b2d70206bf40e62cd34e84d795,delivered,2/4/2017,ac6c3623068f30de03045865e4e10089,df560393f3a51e74553ab94004ba5c87,199.9,18.14,credit_card,218.04,NULL,218.04
00048cc3ae777c65dbb7d2a0634bc1ea,816cbea969fe5b689b39cfc97a506742,delivered,5/15/2017,ef92defde845ab8450f9d70c526ef70f,6426d21aca402a131fc0a5d0960a3c90,21.9,12.69,boleto,34.59,NULL,34.59
00054e8431b9d7675808bcb819fb4a32,32e2e6ab09e778d99bf2e0ecd4898718,delivered,12/10/2017,8d4f2bb7e93e6710a28f34fa83ee7d28,7040e82f899a04d1b434b795a43b4617,19.9,11.85,credit_card,31.75,NULL,31.75
000576fe39319847cbb9d288c5617fa6,9ed5e522dd9dd85b4af4a077526d8117,delivered,7/4/2018,557d850972a7d6f792fd18ae1400d9b6,5996cddab893a4652a15592fb58ab8db,810,70.75,credit_card,880.75,NULL,880.75
0005a1a1728c9d785b8e2b08b904576c,16150771dfd4776261284213b89c304e,delivered,3/19/2018,310ae3c140ff94b03219ad0adc3c778f,a416b6a846a11724393025641d4edd5e,145.95,11.65,credit_card,157.6,NULL,157.6
0005f50442cb953dcd1d21e1fb923495,351d3cb2cee3c7fd0af6616c82df21d3,delivered,7/2/2018,4535b0e1091c278dfd193e5a1d63b39f,ba143b05f0110f0dc71ad71b4466ce92,53.99,11.4,credit_card,65.39,NULL,65.39
00061f2a7bc09da83e415a52dc8a4af1,c6fc061d86fab1e2b2eac259bac71a49,delivered,3/24/2018,d63c1011f49d98b976c352955b1c4bea,cc419e0650a3c5ba77189a1882b7556a,59.99,8.88,credit_card,68.87,NULL,68.87
00063b381e2406b52ad429470734ebd5,6a899e55865de6549a58d2c6845e5604,delivered,7/27/2018,f177554ea93259a5b282f24e33f65ab6,8602a61d680a10a82cceeeda0d99ea3d,45,12.98,credit_card,57.98,NULL,57.98
0006ec9db01a64e59a68b2c340bf65a7,5d178120c29c61748ea95bac23cb8f25,delivered,7/24/2018,99a4788cb24856965c36a24e339b6058,4a3ca9315b744ce9f8e9374361493884,74,23.32,credit_card,97.32,NULL,97.32
0008288aa423d2a3f00fcb17cd7d8719,2355af7c75e7c98b43a87b2a7f210dc5,delivered,2/13/2018,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,49.9,13.37,boleto,126.54,NULL,63.27
0008288aa423d2a3f00fcb17cd7d8719,2355af7c75e7c98b43a87b2a7f210dc5,delivered,2/13/2018,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,49.9,13.37,boleto,126.54,NULL,63.27
0009792311464db532ff765bf7b182ae,2a30c97668e81df7c17a8b14447aeeba,delivered,8/14/2018,8cab8abac59158715e0d70a36c807415,530ec6109d11eaaf87999465c6afee01,99.9,27.65,boleto,127.55,NULL,127.55
0009c9a17f916a706d71784483a5d643,8a250edc40ebc5c3940ebc940f16a7eb,delivered,4/25/2018,3f27ac8e699df3d300ec4a5d8c5cf0b2,fcb5ace8bcc92f75707dc0f01a27d269,639,11.34,credit_card,650.34,NULL,650.34
000aed2e25dbad2f9ddb70584c5a2ded,fff5169e583fd07fac9fec88962f189d,delivered,5/11/2018,4fa33915031a8cde03dd0d3e8fb27f01,fe2032dab1a61af8794248c8196565c9,144,8.77,credit_card,152.77,NULL,152.77
000c3e6612759851cc3cbb4b83257986,3773bcf1a6fbd29233ea1c1b573c4f22,delivered,8/12/2017,b50c950aba0dcead2c48032a690ce817,218d46b86c1881d022bce9c68a7d4b15,99,13.71,boleto,112.71,NULL,112.71
000e562887b1f2006d75e0be9558292e,2b01d668726fb0b751c55918c0437b7b,delivered,2/22/2018,5ed9eaf534f6936b51d0b6c5e4d5c2e9,8cbac7e12637ed9cffa18c7875207478,25,16.11,credit_card,41.11,NULL,41.11
000e63d38ae8c00bbcb5a30573b99628,98884e672c5ba85f4394f2044e1a3eab,delivered,3/23/2018,553e0e7590d3116a072507a3635d2877,1c129092bf23f28a5930387c980c0dfc,47.9,8.88,credit_card,56.78,NULL,56.78
000e906b789b55f64edcb1f84030f90d,6a3b2fc9f270df258605e22bef19fd88,delivered,11/21/2017,57d79905de06d8897872c551bfd09358,ea8482cd71df3c1969d7b9473ff13abc,21.99,11.85,credit_card,33.84,NULL,33.84
000f25f4d72195062c040b12dce9a18a,86ade8ebc14f18dd6c3ea75bd0eb7534,delivered,3/7/2018,1c05e0964302b6cf68ca0d15f326c6ba,7c67e1448b00f6e969d365cea6b010ab,119.99,44.4,credit_card,164.39,NULL,164.39
001021efaa8636c29475e7734483457d,2dfbf74859104caf100df3720a1d833d,delivered,2/27/2018,5d7c23067ed3fc8c6e699b9373d5890b,6560211a19b47992c3666cc44a7e94c0,49,15.1,credit_card,64.1,NULL,64.1
0010b2e5201cc5f1ae7e9c6cc8f5bd00,57ef317d4818cb42680fc9dfd13867ce,delivered,9/11/2017,5a419dbf24a8c9718fe522b81c69f61a,3504c0cb71d7fa48d967e0e4c94d59d9,48.9,16.6,credit_card,65.5,NULL,65.5
00119ff934e539cf26f92b9ef0cdfed8,7dd2e283f47deac853cf70f3b63c8d86,delivered,8/6/2017,21b1c2f67a9aafb5af0eb06c13b9dbda,c864036feaab8c1659f65ea4faebe1da,219.9,16.98,credit_card,236.88,NULL,236.88
0011d82c4b53e22e84023405fb467e57,2013d892495e1a101d742d533d2d1119,delivered,1/16/2018,c389f712c4b4510bc997cee93e8b1a28,bfd27a966d91cfaafdb25d076585f0da,289,26.33,credit_card,315.33,NULL,315.33
00125cb692d04887809806618a2a145f,8afb90a97ee661103014329b1bcea1a2,delivered,3/23/2017,1c0c0093a48f13ba70d0c6b0a9157cb7,41b39e28db005d9731d9d485a83b4c38,109.9,25.51,credit_card,135.41,NULL,135.41
00130c0eee84a3d909e75bc08c5c3ca1,47d656c08a282ec5ab4c1f18303a3a30,delivered,6/11/2018,89321f94e35fc6d7903d36f74e351d40,16090f2ca825584b5a147ab24aa30c86,27.9,7.94,boleto,35.84,NULL,35.84
0013503b13da1eac686219390b7d641b,f7277fce45fad3165379c15cacf5ddbe,delivered,12/5/2017,38afdf723b95d455b418a0f57d623c6b,1554a68530182680ad5c8b042c3ab563,119.9,17.32,boleto,137.22,NULL,137.22
00137e170939bba5a3134e2386413108,7b63cba66b8e6d002e94d0990c1e2868,delivered,11/24/2017,672e757f331900b9deea127a2a7b79fd,e59aa562b9f8076dd550fcddf0e73491,397,24.65,boleto,421.65,NULL,421.65
001427c0ec99cf8af737bd88e92fd444,eab9c552374be06ed15923016dc9e588,delivered,4/7/2018,28b4eced95a52d9c437a4caf9d311b95,77530e9772f57a62c906e1c21538ab82,59.9,23.35,credit_card,83.25,NULL,83.25
00143d0f86d6fbd9f9b38ab440ac16f5,2e45292979b9b2700ea09560eeb0f803,delivered,10/16/2017,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,21.33,15.1,credit_card,109.29,NULL,36.43
00143d0f86d6fbd9f9b38ab440ac16f5,2e45292979b9b2700ea09560eeb0f803,delivered,10/16/2017,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,21.33,15.1,credit_card,109.29,NULL,36.43
00143d0f86d6fbd9f9b38ab440ac16f5,2e45292979b9b2700ea09560eeb0f803,delivered,10/16/2017,e95ee6822b66ac6058e2e4aff656071a,a17f621c590ea0fab3d5d883e1630ec6,21.33,15.1,credit_card,109.29,NULL,36.43
0014ae671de39511f7575066200733b7,41065d9dcea52218c3943d2eed072b97,delivered,5/22/2017,23365beed316535b4105bd800c46670e,92eb0f42c21942b6552362b9b114707d,16.5,14.1,boleto,30.6,NULL,30.6
0015ebb40fb17286bea51d4607c4733c,da43a556bf5c36a1104c473cff77de6c,delivered,1/14/2018,50fd2b788dc166edd20512370dac54df,8b321bb669392f5163d04c59e235e066,21.9,15.1,credit_card,37,NULL,37
00169e31ef4b29deaae414f9a5e95929,efb3830adb68fb8a89c948774388ec28,delivered,1/16/2018,b10eba910a974df70b8a12d0665cdb9e,a3e9a2c700480d9bb01fba070ba80a0e,39,16.11,boleto,55.11,NULL,55.11
0016dfedd97fc2950e388d2971d718c7,2c8b917c5d7dd720ebe36a5ed3b501ec,delivered,4/28/2017,4089861a1bd4685da70bddd6b4f974f1,a35124e2d763d7ca3fbe3b97d143200f,49.75,20.8,credit_card,52.63,NULL,70.55
0016dfedd97fc2950e388d2971d718c7,2c8b917c5d7dd720ebe36a5ed3b501ec,delivered,4/28/2017,4089861a1bd4685da70bddd6b4f974f1,a35124e2d763d7ca3fbe3b97d143200f,49.75,20.8,voucher,17.92,NULL,70.55
0017afd5076e074a48f1f1a4c7bac9c5,8085a9af46f619bc25966f151a362b0d,delivered,4/6/2017,fe59a1e006df3ac42bf0ceb876d70969,25c5c91f63607446a97b143d2d535d31,809.1,44.29,credit_card,853.39,NULL,853.39
001862358bf858722e1e2ae000cfed8b,2cf869dd40c98f29686f636d83545cce,delivered,2/6/2018,c6dd917a0be2a704582055949915ab32,7a67c85e85bb2ce8582c35f2203ad736,99.99,13.72,credit_card,113.71,NULL,113.71
0019c29108428acffd089c36103c9440,5f6bbac628ae418db4e0f92932f899c1,delivered,3/6/2018,28b4eced95a52d9c437a4caf9d311b95,77530e9772f57a62c906e1c21538ab82,59.9,19.95,credit_card,79.85,NULL,79.85
001ab0a7578dd66cd4b0a71f5b6e1e41,8bb3bef4e75a95524235cdc11a7331af,delivered,12/27/2017,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,24.89,17.63,boleto,127.56,NULL,42.52
001ab0a7578dd66cd4b0a71f5b6e1e41,8bb3bef4e75a95524235cdc11a7331af,delivered,12/27/2017,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,24.89,17.63,boleto,127.56,NULL,42.52
001ab0a7578dd66cd4b0a71f5b6e1e41,8bb3bef4e75a95524235cdc11a7331af,delivered,12/27/2017,0b0172eb0fd18479d29c3bc122c058c2,5656537e588803a555b8eb41f07a944b,24.89,17.63,boleto,127.56,NULL,42.52
001ac194d4a326a6fa99b581e9a3d963,f4f17ada91ef010cbde3892ae54e625f,delivered,7/4/2018,dbaee28f4ee64465838a229582d77520,ffc470761de7d0232558ba5e786e57b7,54,8.54,boleto,62.54,NULL,62.54
001b76dd48a5b1eee3e87778daa40df8,a62843b08086d1629415a203a7fd419d,delivered,3/26/2018,dbb67791e405873b259e4656bf971246,9c0e69c7bf2619675bbadf47b43f655a,81.99,13.01,credit_card,95,NULL,95
001c85b5f68d2be0cb0797afc9e8ce9a,48ed31e735f1c420ed6ca3637b7c744d,delivered,11/24/2017,84f456958365164420cfc80fbe4c7fab,4a3ca9315b744ce9f8e9374361493884,99,13.71,credit_card,112.71,NULL,112.71
001d8f0e34a38c37f7dba2a37d4eba8b,d987da9fb4086ab7c2c0f83963cd6722,delivered,5/14/2017,e67307ff0f15ade43fcb6e670be7a74c,f4aba7c0bca51484c30ab7bdc34bcdd1,18.99,7.78,credit_card,53.54,NULL,26.77
0036757472ece3dde52fd4bfd929c90e,ea477083e770db0655938e79149f8c24,delivered,7/19/2018,4c1bbc12438daec98a77243c2bf7a3ba,7c67e1448b00f6e969d365cea6b010ab,136.99,66.04,debit_card,203.03,NULL,203.03
0036887767dea4bd43b1a88cd0d9477a,43bb6f9650ab2a7e6ef1c93168c4cfcf,delivered,10/13/2017,3a264b078bf20e98f315ff65c23fa263,46dc3b2cc0980fb8ec44634e21d2718e,399.99,23.64,credit_card,423.63,NULL,423.63
